modele_id;texte_id;texte
C5_ITM_MAT_C4_02_06_01_001;definition;Reconnaître un quadrilatère dont les côtés opposés sont parallèles deux à deux.
C5_ITM_MAT_C4_02_06_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_02_06_01_001;enonce;Quelle description correspond le mieux à « Reconnaître un parallélogramme » ?
C5_ITM_MAT_C4_02_06_01_001;option_1;Reconnaître un quadrilatère dont les côtés opposés sont parallèles deux à deux.
C5_ITM_MAT_C4_02_06_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_02_06_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_02_06_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_02_06_01_001;correcte;1
C5_ITM_MAT_C4_02_06_01_001;feedback_1;[[Je vois]] La question porte sur « Reconnaître un parallélogramme ». [[Je sais]] Reconnaître un quadrilatère dont les côtés opposés sont parallèles deux à deux. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_02_06_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_06_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_02_06_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_01_01_001;intention;identifier
C5_ITM_MAT_C4_03_01_01_001;notion;Lire des représentations statistiques
C5_ITM_MAT_C4_03_01_01_001;definition;Lire des informations dans un tableau ou un graphique statistique.
C5_ITM_MAT_C4_03_01_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_03_01_01_001;enonce;Quelle description correspond le mieux à « Lire des représentations statistiques » ?
C5_ITM_MAT_C4_03_01_01_001;option_1;Lire des informations dans un tableau ou un graphique statistique.
C5_ITM_MAT_C4_03_01_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_03_01_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_03_01_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_03_01_01_001;correcte;1
C5_ITM_MAT_C4_03_01_01_001;feedback_1;[[Je vois]] La question porte sur « Lire des représentations statistiques ». [[Je sais]] Lire des informations dans un tableau ou un graphique statistique. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_03_01_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_01_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_01_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_01_02_001;intention;identifier
C5_ITM_MAT_C4_03_01_02_001;notion;Indicateurs statistiques
C5_ITM_MAT_C4_03_01_02_001;definition;Résumer une série de données à l'aide d'un indicateur comme la moyenne ou la médiane.
C5_ITM_MAT_C4_03_01_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_03_01_02_001;enonce;Quelle description correspond le mieux à « Indicateurs statistiques » ?
C5_ITM_MAT_C4_03_01_02_001;option_1;Résumer une série de données à l'aide d'un indicateur comme la moyenne ou la médiane.
C5_ITM_MAT_C4_03_01_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_03_01_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_03_01_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_03_01_02_001;correcte;1
C5_ITM_MAT_C4_03_01_02_001;feedback_1;[[Je vois]] La question porte sur « Indicateurs statistiques ». [[Je sais]] Résumer une série de données à l'aide d'un indicateur comme la moyenne ou la médiane. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_03_01_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_01_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_01_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_02_01_001;intention;identifier
C5_ITM_MAT_C4_03_02_01_001;notion;Probabilité d’un événement
C5_ITM_MAT_C4_03_02_01_001;definition;Exprimer numériquement la chance qu'un événement se réalise entre 0 et 1.
C5_ITM_MAT_C4_03_02_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_03_02_01_001;enonce;Quelle description correspond le mieux à « Probabilité d’un événement » ?
C5_ITM_MAT_C4_03_02_01_001;option_1;Exprimer numériquement la chance qu'un événement se réalise entre 0 et 1.
C5_ITM_MAT_C4_03_02_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_03_02_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_03_02_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_03_02_01_001;correcte;1
C5_ITM_MAT_C4_03_02_01_001;feedback_1;[[Je vois]] La question porte sur « Probabilité d’un événement ». [[Je sais]] Exprimer numériquement la chance qu'un événement se réalise entre 0 et 1. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_03_02_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_02_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_02_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_02_02_001;intention;identifier
C5_ITM_MAT_C4_03_02_02_001;notion;Expériences aléatoires
C5_ITM_MAT_C4_03_02_02_001;definition;Décrire les issues possibles d'une expérience dont le résultat n'est pas connu à l'avance.
C5_ITM_MAT_C4_03_02_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_03_02_02_001;enonce;Quelle description correspond le mieux à « Expériences aléatoires » ?
C5_ITM_MAT_C4_03_02_02_001;option_1;Décrire les issues possibles d'une expérience dont le résultat n'est pas connu à l'avance.
C5_ITM_MAT_C4_03_02_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_03_02_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_03_02_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_03_02_02_001;correcte;1
C5_ITM_MAT_C4_03_02_02_001;feedback_1;[[Je vois]] La question porte sur « Expériences aléatoires ». [[Je sais]] Décrire les issues possibles d'une expérience dont le résultat n'est pas connu à l'avance. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_03_02_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_02_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_03_02_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_04_02_01_001;intention;identifier
C5_ITM_MAT_C4_04_02_01_001;notion;Notion de fonction
C5_ITM_MAT_C4_04_02_01_001;definition;Associer à chaque valeur admissible d'une variable une unique valeur obtenue par une règle.
C5_ITM_MAT_C4_04_02_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_04_02_01_001;enonce;Quelle description correspond le mieux à « Notion de fonction » ?
C5_ITM_MAT_C4_04_02_01_001;option_1;Associer à chaque valeur admissible d'une variable une unique valeur obtenue par une règle.
C5_ITM_MAT_C4_04_02_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_04_02_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_04_02_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_04_02_01_001;correcte;1
C5_ITM_MAT_C4_04_02_01_001;feedback_1;[[Je vois]] La question porte sur « Notion de fonction ». [[Je sais]] Associer à chaque valeur admissible d'une variable une unique valeur obtenue par une règle. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_04_02_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_04_02_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_04_02_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_04_02_02_001;intention;identifier
C5_ITM_MAT_C4_04_02_02_001;notion;Images et antécédents
C5_ITM_MAT_C4_04_02_02_001;definition;Distinguer la valeur de départ d'une fonction et la valeur obtenue après application de la fonction.
C5_ITM_MAT_C4_04_02_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_04_02_02_001;enonce;Quelle description correspond le mieux à « Images et antécédents » ?
C5_ITM_MAT_C4_04_02_02_001;option_1;Distinguer la valeur de départ d'une fonction et la valeur obtenue après application de la fonction.
C5_ITM_MAT_C4_04_02_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_04_02_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_04_02_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_04_02_02_001;correcte;1
C5_ITM_MAT_C4_04_02_02_001;feedback_1;[[Je vois]] La question porte sur « Images et antécédents ». [[Je sais]] Distinguer la valeur de départ d'une fonction et la valeur obtenue après application de la fonction. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_04_02_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_04_02_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_04_02_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_05_01_01_001;intention;identifier
C5_ITM_MAT_C4_05_01_01_001;notion;Variables et affectation
C5_ITM_MAT_C4_05_01_01_001;definition;Donner une valeur à une variable puis utiliser cette valeur dans un calcul ou un algorithme.
C5_ITM_MAT_C4_05_01_01_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_05_01_01_001;enonce;Quelle description correspond le mieux à « Variables et affectation » ?
C5_ITM_MAT_C4_05_01_01_001;option_1;Donner une valeur à une variable puis utiliser cette valeur dans un calcul ou un algorithme.
C5_ITM_MAT_C4_05_01_01_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_05_01_01_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_05_01_01_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_05_01_01_001;correcte;1
C5_ITM_MAT_C4_05_01_01_001;feedback_1;[[Je vois]] La question porte sur « Variables et affectation ». [[Je sais]] Donner une valeur à une variable puis utiliser cette valeur dans un calcul ou un algorithme. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_05_01_01_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_05_01_01_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_05_01_01_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_05_01_02_001;intention;identifier
C5_ITM_MAT_C4_05_01_02_001;notion;Conditions et boucles
C5_ITM_MAT_C4_05_01_02_001;definition;Choisir entre des instructions selon une condition ou répéter des instructions avec une boucle.
C5_ITM_MAT_C4_05_01_02_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C5_ITM_MAT_C4_05_01_02_001;enonce;Quelle description correspond le mieux à « Conditions et boucles » ?
C5_ITM_MAT_C4_05_01_02_001;option_1;Choisir entre des instructions selon une condition ou répéter des instructions avec une boucle.
C5_ITM_MAT_C4_05_01_02_001;option_2;Choisir et effectuer correctement une multiplication ou une division selon la situation.
C5_ITM_MAT_C4_05_01_02_001;option_3;Effectuer d'abord les calculs entre parenthèses, puis les multiplications et divisions avant les additions et soustractions.
C5_ITM_MAT_C4_05_01_02_001;option_4;Placer des nombres positifs et négatifs par rapport à zéro sur un axe gradué.
C5_ITM_MAT_C4_05_01_02_001;correcte;1
C5_ITM_MAT_C4_05_01_02_001;feedback_1;[[Je vois]] La question porte sur « Conditions et boucles ». [[Je sais]] Choisir entre des instructions selon une condition ou répéter des instructions avec une boucle. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C5_ITM_MAT_C4_05_01_02_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_05_01_02_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C5_ITM_MAT_C4_05_01_02_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_D_4E_ATT_NOMBRES_PUISS_001;intention;identifier
C4_D_4E_ATT_NOMBRES_PUISS_001;notion;Nombres, puissances et notation scientifique
C4_D_4E_ATT_NOMBRES_PUISS_001;definition;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_D_4E_ATT_NOMBRES_PUISS_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_D_4E_ATT_NOMBRES_PUISS_001;enonce;Quelle description correspond le mieux à « Nombres, puissances et notation scientifique » ?
C4_D_4E_ATT_NOMBRES_PUISS_001;option_1;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_D_4E_ATT_NOMBRES_PUISS_001;option_2;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_D_4E_ATT_NOMBRES_PUISS_001;option_3;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_D_4E_ATT_NOMBRES_PUISS_001;option_4;Produire et transformer des expressions contenant des lettres qui représentent des nombres.
C4_D_4E_ATT_NOMBRES_PUISS_001;correcte;1
C4_D_4E_ATT_NOMBRES_PUISS_001;feedback_1;[[Je vois]] La question porte sur « Nombres, puissances et notation scientifique ». [[Je sais]] Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_D_4E_ATT_NOMBRES_PUISS_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_D_4E_ATT_NOMBRES_PUISS_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_D_4E_ATT_NOMBRES_PUISS_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TOLD_4E_ATT_RATIONNELS_001;intention;identifier
C4_TOLD_4E_ATT_RATIONNELS_001;notion;Calcul avec les nombres rationnels
C4_TOLD_4E_ATT_RATIONNELS_001;definition;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_TOLD_4E_ATT_RATIONNELS_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_TOLD_4E_ATT_RATIONNELS_001;enonce;Quelle description correspond le mieux à « Calcul avec les nombres rationnels » ?
C4_TOLD_4E_ATT_RATIONNELS_001;option_1;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_TOLD_4E_ATT_RATIONNELS_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_TOLD_4E_ATT_RATIONNELS_001;option_3;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_TOLD_4E_ATT_RATIONNELS_001;option_4;Produire et transformer des expressions contenant des lettres qui représentent des nombres.
C4_TOLD_4E_ATT_RATIONNELS_001;correcte;1
C4_TOLD_4E_ATT_RATIONNELS_001;feedback_1;[[Je vois]] La question porte sur « Calcul avec les nombres rationnels ». [[Je sais]] Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_TOLD_4E_ATT_RATIONNELS_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TOLD_4E_ATT_RATIONNELS_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TOLD_4E_ATT_RATIONNELS_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_LD_4E_ATT_DIVISIBILITE_001;intention;identifier
C4_LD_4E_ATT_DIVISIBILITE_001;notion;Divisibilité et nombres premiers
C4_LD_4E_ATT_DIVISIBILITE_001;definition;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_LD_4E_ATT_DIVISIBILITE_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_LD_4E_ATT_DIVISIBILITE_001;enonce;Quelle description correspond le mieux à « Divisibilité et nombres premiers » ?
C4_LD_4E_ATT_DIVISIBILITE_001;option_1;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_LD_4E_ATT_DIVISIBILITE_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_LD_4E_ATT_DIVISIBILITE_001;option_3;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_LD_4E_ATT_DIVISIBILITE_001;option_4;Produire et transformer des expressions contenant des lettres qui représentent des nombres.
C4_LD_4E_ATT_DIVISIBILITE_001;correcte;1
C4_LD_4E_ATT_DIVISIBILITE_001;feedback_1;[[Je vois]] La question porte sur « Divisibilité et nombres premiers ». [[Je sais]] Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_LD_4E_ATT_DIVISIBILITE_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_LD_4E_ATT_DIVISIBILITE_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_LD_4E_ATT_DIVISIBILITE_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_MATOLD_4E_ATT_LITTERAL_001;intention;identifier
C4_MATOLD_4E_ATT_LITTERAL_001;notion;Calcul littéral
C4_MATOLD_4E_ATT_LITTERAL_001;definition;Produire et transformer des expressions contenant des lettres qui représentent des nombres.
C4_MATOLD_4E_ATT_LITTERAL_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_MATOLD_4E_ATT_LITTERAL_001;enonce;Quelle description correspond le mieux à « Calcul littéral » ?
C4_MATOLD_4E_ATT_LITTERAL_001;option_1;Produire et transformer des expressions contenant des lettres qui représentent des nombres.
C4_MATOLD_4E_ATT_LITTERAL_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_MATOLD_4E_ATT_LITTERAL_001;option_3;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_MATOLD_4E_ATT_LITTERAL_001;option_4;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_MATOLD_4E_ATT_LITTERAL_001;correcte;1
C4_MATOLD_4E_ATT_LITTERAL_001;feedback_1;[[Je vois]] La question porte sur « Calcul littéral ». [[Je sais]] Produire et transformer des expressions contenant des lettres qui représentent des nombres. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_MATOLD_4E_ATT_LITTERAL_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_MATOLD_4E_ATT_LITTERAL_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_MATOLD_4E_ATT_LITTERAL_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_ITM_MATOLD_4E_ATT_STAT_001;intention;identifier
C4_ITM_MATOLD_4E_ATT_STAT_001;notion;Données et médiane
C4_ITM_MATOLD_4E_ATT_STAT_001;definition;Ordonner une série et déterminer une valeur qui partage les données en deux groupes de même effectif.
C4_ITM_MATOLD_4E_ATT_STAT_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_ITM_MATOLD_4E_ATT_STAT_001;enonce;Quelle description correspond le mieux à « Données et médiane » ?
C4_ITM_MATOLD_4E_ATT_STAT_001;option_1;Ordonner une série et déterminer une valeur qui partage les données en deux groupes de même effectif.
C4_ITM_MATOLD_4E_ATT_STAT_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_ITM_MATOLD_4E_ATT_STAT_001;option_3;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_ITM_MATOLD_4E_ATT_STAT_001;option_4;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_ITM_MATOLD_4E_ATT_STAT_001;correcte;1
C4_ITM_MATOLD_4E_ATT_STAT_001;feedback_1;[[Je vois]] La question porte sur « Données et médiane ». [[Je sais]] Ordonner une série et déterminer une valeur qui partage les données en deux groupes de même effectif. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_ITM_MATOLD_4E_ATT_STAT_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_ITM_MATOLD_4E_ATT_STAT_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_ITM_MATOLD_4E_ATT_STAT_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TM_MATOLD_4E_ATT_PROBA_001;intention;identifier
C4_TM_MATOLD_4E_ATT_PROBA_001;notion;Probabilités
C4_TM_MATOLD_4E_ATT_PROBA_001;definition;Calculer ou interpréter la probabilité d'un événement dans une expérience aléatoire.
C4_TM_MATOLD_4E_ATT_PROBA_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_TM_MATOLD_4E_ATT_PROBA_001;enonce;Quelle description correspond le mieux à « Probabilités » ?
C4_TM_MATOLD_4E_ATT_PROBA_001;option_1;Calculer ou interpréter la probabilité d'un événement dans une expérience aléatoire.
C4_TM_MATOLD_4E_ATT_PROBA_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_TM_MATOLD_4E_ATT_PROBA_001;option_3;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_TM_MATOLD_4E_ATT_PROBA_001;option_4;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_TM_MATOLD_4E_ATT_PROBA_001;correcte;1
C4_TM_MATOLD_4E_ATT_PROBA_001;feedback_1;[[Je vois]] La question porte sur « Probabilités ». [[Je sais]] Calculer ou interpréter la probabilité d'un événement dans une expérience aléatoire. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_TM_MATOLD_4E_ATT_PROBA_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TM_MATOLD_4E_ATT_PROBA_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TM_MATOLD_4E_ATT_PROBA_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TOLD_4E_ATT_PROPORTION_001;intention;identifier
C4_TOLD_4E_ATT_PROPORTION_001;notion;Proportionnalité
C4_TOLD_4E_ATT_PROPORTION_001;definition;Reconnaître une relation multiplicative constante et l'utiliser pour calculer une valeur manquante.
C4_TOLD_4E_ATT_PROPORTION_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_TOLD_4E_ATT_PROPORTION_001;enonce;Quelle description correspond le mieux à « Proportionnalité » ?
C4_TOLD_4E_ATT_PROPORTION_001;option_1;Reconnaître une relation multiplicative constante et l'utiliser pour calculer une valeur manquante.
C4_TOLD_4E_ATT_PROPORTION_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_TOLD_4E_ATT_PROPORTION_001;option_3;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_TOLD_4E_ATT_PROPORTION_001;option_4;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_TOLD_4E_ATT_PROPORTION_001;correcte;1
C4_TOLD_4E_ATT_PROPORTION_001;feedback_1;[[Je vois]] La question porte sur « Proportionnalité ». [[Je sais]] Reconnaître une relation multiplicative constante et l'utiliser pour calculer une valeur manquante. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_TOLD_4E_ATT_PROPORTION_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TOLD_4E_ATT_PROPORTION_001;feedback_3;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_TOLD_4E_ATT_PROPORTION_001;feedback_4;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
C4_ATOLD_4E_ATT_FONCTIONS_001;intention;identifier
C4_ATOLD_4E_ATT_FONCTIONS_001;notion;Notion de fonction
C4_ATOLD_4E_ATT_FONCTIONS_001;definition;Associer à chaque valeur admissible d'une variable une unique valeur obtenue par une règle.
C4_ATOLD_4E_ATT_FONCTIONS_001;rappel;Cherche la propriété ou la démarche qui caractérise précisément la notion demandée.
C4_ATOLD_4E_ATT_FONCTIONS_001;enonce;Quelle description correspond le mieux à « Notion de fonction » ?
C4_ATOLD_4E_ATT_FONCTIONS_001;option_1;Associer à chaque valeur admissible d'une variable une unique valeur obtenue par une règle.
C4_ATOLD_4E_ATT_FONCTIONS_001;option_2;Écrire et comparer des nombres en utilisant des puissances de dix et la notation scientifique.
C4_ATOLD_4E_ATT_FONCTIONS_001;option_3;Effectuer des calculs exacts avec des fractions et d'autres nombres rationnels.
C4_ATOLD_4E_ATT_FONCTIONS_001;option_4;Utiliser multiples, diviseurs et nombres premiers pour étudier des entiers.
C4_ATOLD_4E_ATT_FONCTIONS_001;correcte;1
C4_ATOLD_4E_ATT_FONCTIONS_001;feedback_1;[[Je vois]] La question porte sur « Notion de fonction ». [[Je sais]] Associer à chaque valeur admissible d'une variable une unique valeur obtenue par une règle. [[J'en déduis]] Cette description correspond bien à la notion demandée.
C4_ATOLD_4E_ATT_FONCTIONS_001;feedback_2;Cette proposition décrit une autre notion du programme. Compare-la avec la définition et le rappel.
