concept_id;item_id;role
MATC_DIVISEUR_MULTIPLE;ITM_MAT_2GT_2026_07_01;CENTRAL
MATC_FRACTION_IRREDUCTIBLE;ITM_MAT_2GT_2026_07_02;CENTRAL
MATC_FACTEURS_PREMIERS;ITM_MAT_2GT_2026_07_02;MOBILISE
MATC_NOMBRE_REEL;ITM_MAT_2GT_2026_08_01;CENTRAL
MATC_NOMBRE_IRRATIONNEL;ITM_MAT_2GT_2026_08_02;CENTRAL
MATC_VALEUR_APPROCHEE;ITM_MAT_2GT_2026_08_02;MOBILISE
MATC_VALEUR_APPROCHEE;ITM_MAT_2GT_2026_08_03;CENTRAL
MATC_EXPRESSION_LITTERALE;ITM_MAT_2GT_2026_09_01;CENTRAL
MATC_DISTRIBUTIVITE;ITM_MAT_2GT_2026_09_01;MOBILISE
MATC_EQUATION_PREMIER_DEGRE;ITM_MAT_2GT_2026_09_02;CENTRAL
MATC_INEQUATION_PREMIER_DEGRE;ITM_MAT_2GT_2026_09_03;CENTRAL
MATC_INTERVALLE;ITM_MAT_2GT_2026_09_03;MOBILISE
MATC_ISOLER_VARIABLE;ITM_MAT_2GT_2026_09_04;CENTRAL
MATC_EXPRESSION_LITTERALE;ITM_MAT_2GT_2026_09_04;MOBILISE
MATC_VECTEUR;ITM_MAT_2GT_2026_11_01;CENTRAL
MATC_RELATION_VECTORIELLE;ITM_MAT_2GT_2026_11_01;MOBILISE
MATC_COORDONNEES_VECTEUR;ITM_MAT_2GT_2026_11_02;CENTRAL
MATC_RELATION_VECTORIELLE;ITM_MAT_2GT_2026_11_02;MOBILISE
MATC_EQUATION_DROITE;ITM_MAT_2GT_2026_12_01;CENTRAL
MATC_FONCTION_AFFINE;ITM_MAT_2GT_2026_12_02;MOBILISE
MATC_IMAGE_ANTECEDENT;ITM_MAT_2GT_2026_14_01;CENTRAL
MATC_FONCTION;ITM_MAT_2GT_2026_14_01;MOBILISE
MATC_EQUATION_COURBE;ITM_MAT_2GT_2026_14_02;CENTRAL
MATC_REPERE;ITM_MAT_2GT_2026_14_02;MOBILISE
MATC_FONCTION_AFFINE;ITM_MAT_2GT_2026_14_03;CENTRAL
MATC_FONCTION_LINEAIRE;ITM_MAT_2GT_2026_14_03;MOBILISE
MATC_COEFF_DIRECTEUR;ITM_MAT_2GT_2026_14_03;MOBILISE
MATC_VARIATION_FONCTION;ITM_MAT_2GT_2026_15_01;CENTRAL
MATC_EXTREMUM;ITM_MAT_2GT_2026_15_02;CENTRAL
MATC_VARIATION_FONCTION;ITM_MAT_2GT_2026_15_02;MOBILISE
MATC_POURCENTAGE;ITM_MAT_2GT_2026_17_01;CENTRAL
MATC_PROPORTIONNALITE;ITM_MAT_2GT_2026_17_01;MOBILISE
MATC_COEFFICIENT_MULTIPLICATEUR;ITM_MAT_2GT_2026_17_02;CENTRAL
MATC_POURCENTAGE;ITM_MAT_2GT_2026_17_02;MOBILISE
MATC_INDICATEUR_STAT;ITM_MAT_2GT_2026_17_03;CENTRAL
MATC_MEDIANE;ITM_MAT_2GT_2026_17_03;MOBILISE
MATC_QUARTILE;ITM_MAT_2GT_2026_17_03;MOBILISE
MATC_TABLEAU_CROISE;ITM_MAT_2GT_2026_18_01;CENTRAL
MATC_FREQUENCE_CONDITIONNELLE;ITM_MAT_2GT_2026_18_02;CENTRAL
MATC_TABLEAU_CROISE;ITM_MAT_2GT_2026_18_02;MOBILISE
MATC_PROBABILITE;ITM_MAT_2GT_2026_19_01;CENTRAL
MATC_EVENEMENT_CONTRAIRE;ITM_MAT_2GT_2026_19_02;CENTRAL
MATC_PROBABILITE;ITM_MAT_2GT_2026_19_02;MOBILISE
MATC_EQUIPROBABILITE;ITM_MAT_2GT_2026_19_03;CENTRAL
MATC_UNIVERS_ISSUE;ITM_MAT_2GT_2026_19_03;MOBILISE
MATC_EVENEMENT;ITM_MAT_2GT_2026_19_04;CENTRAL
MATC_UNIVERS_ISSUE;ITM_MAT_2GT_2026_19_04;MOBILISE
MATC_PROBABILITE;ITM_MAT_2GT_2026_19_04;MOBILISE
